00000 TOP FRAG%%%%%NP 0.000225954658432 
00001 TOP SBAR 0.000577439682659 
00002 TOP SINV 0.0447390223695 
00003 TOP ADJP 0.000150636438955 
00004 TOP FRAG%%%%%ADVP 2.51060731591e-05 
00005 TOP PP 0.000451909316864 
00006 TOP NP%%%%%S 2.51060731591e-05 
00007 TOP UCP 0.000301272877909 
00008 TOP PRN 0.000225954658432 
00009 TOP FRAG%%%%%SBAR 7.53182194773e-05 
00010 TOP FRAG%%%%%PP 7.53182194773e-05 
00011 TOP NP 0.0321357736436 
00012 TOP X%%%%%ADVP 2.51060731591e-05 
00013 TOP X%%%%%SBARQ 2.51060731591e-05 
00014 TOP FRAG 0.00577439682659 
00015 TOP S%%%%%VP 0.000376591097386 
00016 TOP INTJ 0.000351485024227 
00017 TOP VP 0.000200848585273 
00018 TOP SBARQ 0.00321357736436 
00019 TOP X 0.000853606487409 
00020 TOP ADVP 0.000175742512114 
00021 TOP FRAG%%%%%WHADVP 2.51060731591e-05 
00022 TOP SQ 0.00241018302327 
00023 TOP S 0.907559438628 
00637 NP PRP$ VBN 3.26779231219e-06 
00638 NP PRP$ NN 0.00858122261182 
00639 NP NP PRN%%%%%NP 3.26779231219e-06 
00640 NP RBS NP@ 5.22846769951e-05 
00641 NP CD : 3.26779231219e-06 
00642 NP PRP$ VBG 3.26779231219e-06 
00643 NP RBS 4.90168846829e-05 
00644 NP NNS SBAR%%%%%S 2.94101308097e-05 
00645 NP DT NNS 0.0168291304078 
00646 NP DT NNP 0.00661401163988 
00647 NP CD POS 6.20880539316e-05 
00648 NP PRP$ NX 0.000117640523239 
00649 NP PRP$ NP 1.30711692488e-05 
00650 NP RB VB 6.53558462438e-06 
00651 NP SBAR NP@ 8.82303924292e-05 
00652 NP NP RRC 4.24813000585e-05 
00653 NP DT CD 0.00050650780839 
00654 NP RB S%%%%%VP 3.26779231219e-06 
00655 NP ADVP NP@ 0.000320243646595 
00656 NP DT JJR 4.57490923707e-05 
00657 NP DT JJS 0.000385599492839 
00658 NP WHNP NP@ 3.26779231219e-06 
00659 NP JJR JJ 3.26779231219e-06 
00660 NP JJ 0.00166984187153 
00661 NP WP 1.96067538732e-05 
00662 NP NP SBAR%%%%%WHNP 3.26779231219e-06 
00663 NP VB : 3.26779231219e-06 
00664 NP NNP VBP 3.26779231219e-06 
00665 NP RB VBN 3.26779231219e-06 
00666 NP ADVP NNP 3.26779231219e-06 
00667 NP NNP VBZ 4.57490923707e-05 
00668 NP NNP VBG 1.30711692488e-05 
00669 NP FW NNS 3.26779231219e-06 
00670 NP NP UCP%%%%%ADJP 3.26779231219e-06 
00671 NP RB JJR 5.88202616195e-05 
00672 NP JJR NNPS 6.53558462438e-06 
00673 NP VBP NNP 3.26779231219e-06 
00674 NP $ NP@ 0.000169925200234 
00675 NP DT VBN 1.30711692488e-05 
00676 NP DT VBG 0.000140515069424 
00677 NP VBZ NP 3.26779231219e-06 
00678 NP -LRB- NP@ 0.000127443900175 
00679 NP NP FRAG%%%%%PP 9.80337693658e-06 
00680 NP SYM 4.24813000585e-05 
00681 NP `` NN 3.26779231219e-06 
00682 NP VB NN 1.96067538732e-05 
00683 NP FW NP@ 3.59457154341e-05 
00684 NP JJR NNS 0.00122868990938 
00685 NP NP%%%%%ADJP SBAR 3.26779231219e-06 
00686 NP ADJP%%%%%QP NNS 6.53558462438e-06 
00687 NP NP%%%%%QP PRN 0.000101301561678 
00688 NP RB PRP 6.53558462438e-06 
00689 NP VBG NP@ 0.000529382354575 
00690 NP ADJP VBZ 3.26779231219e-06 
00691 NP RB NNS 0.000111104938615 
00692 NP RB NNP 8.82303924292e-05 
00693 NP PRP PRN 3.26779231219e-06 
00694 NP CD NP@ 0.00427427234435 
00695 NP ADJP VB 3.26779231219e-06 
00696 NP NNPS NX 6.53558462438e-06 
00697 NP NP WHPP 9.80337693658e-06 
00698 NP NP ADJP 0.00271553541143 
00699 NP PRP$ JJ 0.000176460784858 
00700 NP NNPS NN 3.26779231219e-06 
00701 NP JJ POS 6.53558462438e-06 
00702 NP DT X 3.26779231219e-06 
00703 NP VB SBAR 3.26779231219e-06 
00704 NP RB VBG 6.53558462438e-06 
00705 NP NP SBAR%%%%%S%%%%%VP 0.00285605048086 
00706 NP RB VBZ 3.26779231219e-06 
00707 NP RB RB 0.000101301561678 
00708 NP NP S%%%%%VP 0.000153586238673 
00709 NP PRP$ CD 3.26779231219e-06 
00710 NP CD CD 0.00068623638556 
00711 NP CD CC 3.26779231219e-06 
00712 NP $ QP 2.94101308097e-05 
00713 NP NNP RB 9.80337693658e-06 
00714 NP NN NNPS 6.53558462438e-06 
00715 NP WHNP S%%%%%VP 3.26779231219e-06 
00716 NP NNP , 3.26779231219e-06 
00717 NP JJ NP@ 0.0181133727865 
00718 NP NNPS POS 2.28745461853e-05 
00719 NP FW . 9.80337693658e-06 
00720 NP ADVP DT 3.26779231219e-06 
00721 NP NP UCP 0.000117640523239 
00722 NP CD NNPS 3.92135077463e-05 
00723 NP NNP POS 0.00941450965142 
00724 NP NNPS NP@ 0.000251620008039 
00725 NP PRP$ QP 3.92135077463e-05 
00726 NP CC 3.26779231219e-06 
00727 NP NNPS NNS 1.6338961561e-05 
00728 NP NN NP@ 0.00581993810801 
00729 NP CD 0.0120614214243 
00730 NP CD RBR 3.26779231219e-06 
00731 NP NP%%%%%QP NP 0.000591470408507 
00732 NP VBD NNS 9.80337693658e-06 
00733 NP ADJP IN 3.26779231219e-06 
00734 NP PRP NNPS 3.26779231219e-06 
00735 NP NN VBG 2.61423384975e-05 
00736 NP VBG POS 3.26779231219e-06 
00737 NP DT RB 0.000127443900175 
00738 NP NX NP@ 3.26779231219e-06 
00739 NP NNS PP 3.26779231219e-06 
00740 NP ADVP CD 9.80337693658e-06 
00741 NP NP%%%%%QP SBAR%%%%%S 6.53558462438e-06 
00742 NP JJ S%%%%%VP 6.53558462438e-06 
00743 NP JJS NNPS 6.53558462438e-06 
00744 NP JJ CD 0.000307172477346 
00745 NP DT S 3.26779231219e-06 
00746 NP WDT NP@ 6.53558462438e-06 
00747 NP DT S%%%%%VP 3.26779231219e-06 
00748 NP DT DT 2.94101308097e-05 
00749 NP NP RB 1.30711692488e-05 
00750 NP VBP ADJP 3.26779231219e-06 
00751 NP NN RBR 3.26779231219e-06 
00752 NP PRN NP@ 2.28745461853e-05 
00753 NP VB 0.000235281046478 
00754 NP ADJP NNP 7.51592231804e-05 
00755 NP ADJP NNS 0.00162409277916 
00756 NP NN . 9.80337693658e-06 
00757 NP IN 0.000192799746419 
00758 NP NN : 3.26779231219e-05 
00759 NP NP VBG 1.30711692488e-05 
00760 NP NN POS 0.000816948078048 
00761 NP NP%%%%%QP ADJP 1.30711692488e-05 
00762 NP $ CD 0.00549642666911 
00763 NP NP PRN 0.00236261384171 
00764 NP NP VBZ 3.26779231219e-06 
00765 NP NNP NP 3.26779231219e-06 
00766 NP NNP NX 2.94101308097e-05 
00767 NP DT VB 3.26779231219e-06 
00768 NP NNPS NNPS 4.90168846829e-05 
00769 NP NNP NNPS 0.00140841848655 
00770 NP WDT 0.000186264161795 
00771 NP RB WDT 3.26779231219e-06 
00772 NP NNP NN 0.00121235094782 
00773 NP CD . 6.53558462438e-06 
00774 NP S%%%%%VP NP@ 6.53558462438e-05 
00775 NP NP IN 6.53558462438e-06 
00776 NP QP RB 3.26779231219e-06 
00777 NP FW 9.14981847414e-05 
00778 NP NNS 0.043481244506 
00779 NP NNP 0.0410009901411 
00780 NP UCP NNS 0.000215674292605 
00781 NP UCP NNP 6.53558462438e-06 
00782 NP NN PP 3.26779231219e-06 
00783 NP QP NP@ 0.00176460784858 
00784 NP JJ VBG 2.61423384975e-05 
00785 NP PRP$ NNPS 3.26779231219e-06 
00786 NP ADJP%%%%%NP JJR 3.26779231219e-06 
00787 NP DT MD 3.26779231219e-06 
00788 NP VBN NNPS 3.26779231219e-06 
00789 NP NP JJR 1.96067538732e-05 
00790 NP NP JJS 1.96067538732e-05 
00791 NP CONJP NP@ 3.26779231219e-05 
00792 NP PRP POS 2.28745461853e-05 
00793 NP VB DT 3.26779231219e-06 
00794 NP NN SBAR 0.000294101308097 
00795 NP NP%%%%%QP VP 7.51592231804e-05 
00796 NP NP VP 0.0114862899774 
00797 NP CC NP@ 0.000173192992546 
00798 NP CD VBN 6.53558462438e-06 
00799 NP JJS NNS 0.00044768754677 
00800 NP VBN NX 3.26779231219e-06 
00801 NP NP%%%%%QP JJR 9.80337693658e-06 
00802 NP VBN NN 0.000434616377522 
00803 NP NNS NN 0.000277762346536 
00804 NP JJ MD 3.26779231219e-06 
00805 NP RBR 8.16948078048e-05 
00806 NP NNS NX 3.26779231219e-06 
00807 NP VB NNS 3.59457154341e-05 
00808 NP VB NNP 3.26779231219e-06 
00809 NP ADJP JJR 1.6338961561e-05 
00810 NP JJ FW 3.26779231219e-06 
00811 NP QP PRN 3.26779231219e-06 
00812 NP ADVP QP 3.26779231219e-06 
00813 NP NNP DT 3.26779231219e-06 
00814 NP UH 9.80337693658e-06 
00815 NP ADJP NNPS 1.96067538732e-05 
00816 NP JJ RB 3.26779231219e-06 
00817 NP NNPS : 3.26779231219e-06 
00818 NP NP%%%%%QP NP@ 0.00290179957323 
00819 NP DT JJ 0.0012058153632 
00820 NP DT RBR 3.26779231219e-06 
00821 NP DT RBS 1.30711692488e-05 
00822 NP NNS JJ 6.53558462438e-06 
00823 NP NN 0.0443112637533 
00824 NP NNP JJ 3.26779231219e-05 
00825 NP NN NN 0.00692771970185 
00826 NP NP SBAR%%%%%S 0.00311093828121 
00827 NP MD CD 3.26779231219e-06 
00828 NP PRP VBZ 6.53558462438e-06 
00829 NP VBD CD 3.26779231219e-06 
00830 NP VBP POS 3.26779231219e-06 
00831 NP QP NNPS 2.28745461853e-05 
00832 NP PP PP 6.53558462438e-06 
00833 NP DT NAC 3.26779231219e-06 
00834 NP VBG NX 6.53558462438e-06 
00835 NP ADJP VBG 3.26779231219e-06 
00836 NP NP NNP 0.000421545208273 
00837 NP NP NNS 0.00324818555832 
00838 NP VBG NN 0.000424813000585 
00839 NP NP . 3.26779231219e-06 
00840 NP NP , 1.6338961561e-05 
00841 NP QP DT 6.53558462438e-06 
00842 NP NNPS NNP 0.000120908315551 
00843 NP NP : 1.96067538732e-05 
00844 NP IN DT 3.26779231219e-06 
00845 NP TO 3.26779231219e-06 
00846 NP VBP NN 6.53558462438e-06 
00847 NP NP NNPS 2.94101308097e-05 
00848 NP NP%%%%%QP NN 6.53558462438e-06 
00849 NP IN S 3.26779231219e-06 
00850 NP NP%%%%%SBAR NP@ 3.26779231219e-06 
00851 NP NNP NP@ 0.0306094105883 
00852 NP ADJP%%%%%QP NP@ 6.8623638556e-05 
00853 NP NNS NNS 0.000702575347121 
00854 NP JJ IN 3.26779231219e-06 
00855 NP VBG NNP 6.53558462438e-06 
00856 NP VBG NNS 0.000914981847414 
00857 NP NN S%%%%%VP 0.000186264161795 
00858 NP RBR NP@ 0.000503240016078 
00859 NP VBN NNP 3.26779231219e-06 
00860 NP VBN NNS 0.000696039762497 
00861 NP NP JJ 4.24813000585e-05 
00862 NP NP X 1.30711692488e-05 
00863 NP RBR NN 6.53558462438e-06 
00864 NP NNP CD 0.00338543283543 
00865 NP NP S 1.30711692488e-05 
00866 DT all 0.010288618979 
00867 DT No 0.00100197952052 
00868 DT half 0.000378797135805 
00869 DT some 0.0155673403553 
00870 DT an 0.0383929226032 
00871 DT NO 2.44385248906e-05 
00872 DT another 0.00428896111831 
00873 DT Neither 0.000158850411789 
00874 DT any 0.00881008822307 
00875 DT BOTH 1.22192624453e-05 
00876 DT nary 1.22192624453e-05 
00877 DT no 0.00740487304186 
00878 DT These 0.0016984774799 
00879 DT Every 0.000244385248906 
00880 DT Half 1.22192624453e-05 
00881 DT del 1.22192624453e-05 
00882 DT neither 0.000219946724016 
00883 DT Those 0.000806471321391 
00884 DT A 0.00998313741783 
00885 DT Both 0.00120970698209 
00886 DT them 1.22192624453e-05 
00887 DT la 2.44385248906e-05 
00888 DT that 0.0142720985361 
00889 DT This 0.00486326645324 
00890 DT Many 2.44385248906e-05 
00891 DT AN 7.33155746719e-05 
00892 DT every 0.00208949387815 
00893 DT Either 3.6657787336e-05 
00894 DT Each 0.000696497959383 
00895 DT The 0.0830298883159 
00896 DT those 0.00617072753489 
00897 DT a 0.235391871747 
00898 DT both 0.00410567218163 
00899 DT All 0.00100197952052 
00900 DT this 0.0231799408588 
00901 DT many 0.000171069674234 
00902 DT That 0.00502211686503 
00903 DT Some 0.00383684840783 
00904 DT An 0.00172291600479 
00905 DT these 0.0050954324397 
00906 DT THE 0.000427674185586 
00907 DT either 0.000610963122266 
00908 DT Another 0.000879786896063 
00909 DT each 0.00435005743053 
00910 DT the 0.50215059019 
00911 DT Any 0.000219946724016 
00912 DT THOSE 1.22192624453e-05 
00913 NP@ PRN NNS 0.000111666340973 
00914 NP@ NNS PRP 6.97914631082e-06 
00915 NP@ PRN NNP 0.000181457804081 
00916 NP@ CC NP%%%%%QP 0.00025124926719 
00917 NP@ NNS VB 1.39582926216e-05 
00918 NP@ CD NNS 0.0078026855755 
00919 NP@ ADJP S%%%%%VP 2.79165852433e-05 
00920 NP@ NN QP 0.00033499902292 
00921 NP@ CD NNP 0.000125624633595 
00922 NP@ ADVP SBAR 8.37497557299e-05 
00923 NP@ VBN VBG 6.97914631082e-06 
00924 NP@ VP S%%%%%VP 2.79165852433e-05 
00925 NP@ NX NX 1.39582926216e-05 
00926 NP@ NNS SBAR 0.000307082437676 
00927 NP@ NNP NNS 0.00789341447754 
00928 NP@ NNP NNP 0.0565450434103 
00929 NP@ NP -RRB- 0.00016749951146 
00930 NP@ JJS NP@ 0.00226124340471 
00931 NP@ DT NNPS 2.09374389325e-05 
00932 NP@ DT NN 0.0039362385193 
00933 NP@ PP -RRB- 0.000111666340973 
00934 NP@ NN '' 0.0016749951146 
00935 NP@ VB NP@ 2.09374389325e-05 
00936 NP@ TO NP@ 1.39582926216e-05 
00937 NP@ VBG QP 2.79165852433e-05 
00938 NP@ DT NX 6.97914631082e-06 
00939 NP@ QP QP 6.97914631082e-06 
00940 NP@ RB ADJP 6.97914631082e-06 
00941 NP@ CC S%%%%%VP 0.000118645487284 
00942 NP@ POS NNP 6.97914631082e-06 
00943 NP@ POS NNS 6.97914631082e-06 
00944 NP@ PDT DT 6.97914631082e-06 
00945 NP@ SBAR -RRB- 6.97914631082e-06 
00946 NP@ PRN `` 6.97914631082e-06 
00947 NP@ CC JJ 6.97914631082e-05 
00948 NP@ , PP 0.00482259010078 
00949 NP@ RRC NP@ 1.39582926216e-05 
00950 NP@ VBZ NNS 6.97914631082e-06 
00951 NP@ VBD NP@ 6.28123167974e-05 
00952 NP@ DT PRP 6.97914631082e-06 
00953 NP@ VBG JJ 1.39582926216e-05 
00954 NP@ QP -RRB- 1.39582926216e-05 
00955 NP@ : SQ 2.79165852433e-05 
00956 NP@ NNS JJR 6.97914631082e-06 
00957 NP@ JJ NN 0.103996259178 
00958 NP@ PRP$ NNS 0.000181457804081 
00959 NP@ , SBAR%%%%%S 6.97914631082e-06 
00960 NP@ NNP PP 6.97914631082e-06 
00961 NP@ JJ NX 0.000223332681946 
00962 NP@ ADVP S%%%%%VP 2.09374389325e-05 
00963 NP@ NP%%%%%QP -RRB- 5.58331704866e-05 
00964 NP@ JJ NP 3.48957315541e-05 
00965 NP@ SYM NP@ 6.97914631082e-06 
00966 NP@ NP%%%%%QP : 1.39582926216e-05 
00967 NP@ NN SBAR%%%%%S 0.000223332681946 
00968 NP@ NNS PRN 6.97914631082e-06 
00969 NP@ NNS DT 6.97914631082e-06 
00970 NP@ SBAR%%%%%S%%%%%VP NP@ 6.97914631082e-05 
00971 NP@ VP NN 1.39582926216e-05 
00972 NP@ NP%%%%%QP . 7.67706094191e-05 
00973 NP@ ADVP NNS 6.97914631082e-06 
00974 NP@ NP%%%%%QP , 9.07289020407e-05 
00975 NP@ UCP NN 0.000237290974568 
00976 NP@ RB SBAR%%%%%S 6.97914631082e-06 
00977 NP@ , ADJP 0.000628123167974 
00978 NP@ . SBARQ 6.97914631082e-06 
00979 NP@ NN JJ 0.000188436950392 
00980 NP@ NP%%%%%QP X 6.97914631082e-06 
00981 NP@ CD NX 1.39582926216e-05 
00982 NP@ CD NN 0.00376175986153 
00983 NP@ JJ JJR 6.97914631082e-06 
00984 NP@ CONJP SBAR 6.97914631082e-06 
00985 NP@ : NN 1.39582926216e-05 
00986 NP@ NP NN 0.00033499902292 
00987 NP@ '' VP 0.000188436950392 
00988 NP@ `` ADJP 2.79165852433e-05 
00989 NP@ , S%%%%%VP 0.000132603779906 
00990 NP@ RBR JJ 1.39582926216e-05 
00991 NP@ NP NX 6.28123167974e-05 
00992 NP@ FW FW 6.28123167974e-05 
00993 NP@ NN CD 0.000216353535636 
00994 NP@ JJR CD 2.09374389325e-05 
00995 NP@ NP POS 1.39582926216e-05 
00996 NP@ SBARQ '' 6.97914631082e-06 
00997 NP@ : NP 0.00332207364395 
00998 NP@ NP NP 6.28123167974e-05 
00999 NP@ RB NP@ 0.00129812121381 
01000 NP@ , RRC 0.000104687194662 
01001 NP@ NP%%%%%QP ADVP 6.97914631082e-06 
01002 NP@ CONJP NP 0.00093520560565 
01003 NP@ NNS RB 0.000125624633595 
01004 NP@ JJ VBG 5.58331704866e-05 
01005 NP@ JJ VBD 6.97914631082e-06 
01006 NP@ JJ VBZ 1.39582926216e-05 
01007 NP@ PRT NP 6.97914631082e-06 
01008 NP@ NNS NP@ 0.00614862789984 
01009 NP@ PP S 2.09374389325e-05 
01010 NP@ JJ QP 0.000495519388068 
01011 NP@ PP X 1.39582926216e-05 
01012 NP@ FW POS 6.97914631082e-06 
01013 NP@ SBAR '' 6.97914631082e-06 
01014 NP@ SBAR%%%%%S%%%%%VP . 4.88540241758e-05 
01015 NP@ SBAR%%%%%S%%%%%VP , 6.28123167974e-05 
01016 NP@ JJ NNPS 0.000174478657771 
01017 NP@ ADVP SBAR%%%%%S%%%%%VP 4.18748778649e-05 
01018 NP@ , NNP 0.000265207559811 
01019 NP@ , NNS 1.39582926216e-05 
01020 NP@ SBAR%%%%%S%%%%%VP : 6.97914631082e-06 
01021 NP@ UH NP@ 2.09374389325e-05 
01022 NP@ NNS VBN 6.97914631082e-06 
01023 NP@ RBS JJ 4.88540241758e-05 
01024 NP@ JJR NP@ 0.000879372435164 
01025 NP@ CC NP 0.0426216465202 
01026 NP@ RRC PRN 6.97914631082e-06 
01027 NP@ DT NP@ 0.00313363669356 
01028 NP@ . S%%%%%VP 6.97914631082e-06 
01029 NP@ CC NN 0.00538092180564 
01030 NP@ ADJP PP 0.000195416096703 
01031 NP@ `` FRAG 6.97914631082e-06 
01032 NP@ NAC , 6.97914631082e-06 
01033 NP@ `` FW 6.97914631082e-06 
01034 NP@ QP NX 6.97914631082e-06 
01035 NP@ SBAR%%%%%S%%%%%VP PP 7.67706094191e-05 
01036 NP@ , NP@ 0.0691493816476 
01037 NP@ PP , 0.00210770218587 
01038 NP@ PP . 0.000872393288853 
01039 NP@ NNP VBN 1.39582926216e-05 
01040 NP@ QP NN 6.97914631082e-05 
01041 NP@ , NNPS 6.97914631082e-06 
01042 NP@ PRN S%%%%%VP 2.09374389325e-05 
01043 NP@ PP : 0.00016749951146 
01044 NP@ NNP , 0.000111666340973 
01045 NP@ NNP : 0.000174478657771 
01046 NP@ JJS NNPS 6.97914631082e-06 
01047 NP@ ADJP NP@ 0.00659529326373 
01048 NP@ NNS IN 6.97914631082e-06 
01049 NP@ JJ JJ 0.000181457804081 
01050 NP@ PRP NNS 6.97914631082e-06 
01051 NP@ NNP . 0.000739789508947 
01052 NP@ RB JJR 6.97914631082e-06 
01053 NP@ '' NP@ 0.00134697523799 
01054 NP@ NP ADVP 8.37497557299e-05 
01055 NP@ : ADVP 3.48957315541e-05 
01056 NP@ '' NNPS 6.97914631082e-06 
01057 NP@ NP%%%%%SBAR , 6.97914631082e-06 
01058 NP@ PRN%%%%%S NP@ 4.18748778649e-05 
01059 NP@ RB NN 5.58331704866e-05 
01060 NP@ CC NNPS 0.000279165852433 
01061 NP@ SBAR%%%%%S%%%%%VP SBAR 1.39582926216e-05 
01062 NP@ NNP '' 0.000132603779906 
01063 NP@ : NP@ 0.00762820691773 
01064 NP@ NP NP@ 0.0226403506323 
01065 NP@ RB NX 6.97914631082e-06 
01066 NP@ RB NP 0.000516456827001 
01067 NP@ PRP$ NP@ 0.000314061583987 
01068 NP@ NN NNS 0.0374361408113 
01069 NP@ NN NNP 0.000956143044583 
01070 NP@ PP ADJP 0.000223332681946 
01071 NP@ PRN VP 4.88540241758e-05 
01072 NP@ UCP NP@ 0.000209374389325 
01073 NP@ . NNP 0.000160520365149 
01074 NP@ NN VB 2.09374389325e-05 
01075 NP@ CC PRP 2.79165852433e-05 
01076 NP@ '' S%%%%%VP 8.37497557299e-05 
01077 NP@ JJ NNS 0.0340721922894 
01078 NP@ JJ NNP 0.00105385109293 
01079 NP@ '' SBAR%%%%%S 2.79165852433e-05 
01080 NP@ PRN ADJP 2.79165852433e-05 
01081 NP@ JJS S%%%%%VP 6.97914631082e-06 
01082 NP@ '' SBAR 0.000390832193406 
01083 NP@ NAC JJ 6.97914631082e-06 
01084 NP@ SBAR%%%%%S S%%%%%VP 2.79165852433e-05 
01085 NP@ NN `` 6.97914631082e-06 
01086 NP@ NAC NP@ 0.00106083023925 
01087 NP@ NN -RRB- 8.37497557299e-05 
01088 NP@ ADJP NNPS 1.39582926216e-05 
01089 NP@ , NP%%%%%SBAR 2.09374389325e-05 
01090 NP@ `` SBARQ 6.97914631082e-06 
01091 NP@ NNS S 1.39582926216e-05 
01092 NP@ , '' 0.000411769632339 
01093 NP@ -RRB- NP@ 6.28123167974e-05 
01094 NP@ RB DT 6.97914631082e-06 
01095 NP@ RB : 6.97914631082e-06 
01096 NP@ ADVP ADJP 6.97914631082e-06 
01097 NP@ ADJP%%%%%QP NN 0.00239384718461 
01098 NP@ NN JJR 4.18748778649e-05 
01099 NP@ NN JJS 6.97914631082e-06 
01100 NP@ S NP@ 0.000139582926216 
01101 NP@ PP SBAR%%%%%S 0.00042572792496 
01102 NP@ -LRB- PP 6.97914631082e-06 
01103 NP@ PP ADVP 0.000446665363893 
01104 NP@ NN VBZ 0.000293124145055 
01105 NP@ NN PRN 4.88540241758e-05 
01106 NP@ CC ADJP 1.39582926216e-05 
01107 NP@ CC PP 6.97914631082e-06 
01108 NP@ NN VBN 3.48957315541e-05 
01109 NP@ NNP POS 0.0151866223724 
01110 NP@ NN PRT 1.39582926216e-05 
01111 NP@ : PP 0.000160520365149 
01112 NP@ NP PP 0.000998017922448 
01113 NP@ NN PRP 1.39582926216e-05 
01114 NP@ NN VBG 0.000153541218838 
01115 NP@ NN VBD 1.39582926216e-05 
01116 NP@ VP ADVP 1.39582926216e-05 
01117 NP@ `` NNS 0.000153541218838 
01118 NP@ `` NNP 6.97914631082e-05 
01119 NP@ PRP NP@ 4.88540241758e-05 
01120 NP@ JJ DT 5.58331704866e-05 
01121 NP@ NNS : 0.000188436950392 
01122 NP@ IN NP 0.000132603779906 
01123 NP@ WRB NP@ 6.97914631082e-06 
01124 NP@ `` JJ 6.97914631082e-06 
01125 NP@ IN NN 6.28123167974e-05 
01126 NP@ NP%%%%%ADJP NN 6.97914631082e-06 
01127 NP@ : SBAR 0.000195416096703 
01128 NP@ NP SBAR 0.000286144998744 
01129 NP@ NNS . 4.18748778649e-05 
01130 NP@ NNS , 3.48957315541e-05 
01131 NP@ NNP PRP 2.09374389325e-05 
01132 NP@ PP SBAR%%%%%S%%%%%VP 0.000663018899528 
01133 NP@ PRN%%%%%PP PRN 6.97914631082e-06 
01134 NP@ RB RBR 6.97914631082e-06 
01135 NP@ JJS NX 6.97914631082e-06 
01136 NP@ ADJP NP 6.97914631082e-06 
01137 NP@ ADJP SBAR%%%%%S%%%%%VP 2.79165852433e-05 
01138 NP@ , CD 0.0018075988945 
01139 NP@ ADJP NX 3.48957315541e-05 
01140 NP@ : NP%%%%%QP 4.18748778649e-05 
01141 NP@ JJS NN 0.00318946986405 
01142 NP@ ADJP NN 0.010036012395 
01143 NP@ NNS POS 0.0021914519416 
01144 NP@ PDT NP@ 5.58331704866e-05 
01145 NP@ VP VP 4.88540241758e-05 
01146 NP@ DT QP 6.97914631082e-06 
01147 NP@ RB JJ 5.58331704866e-05 
01148 NP@ VP `` 6.97914631082e-06 
01149 NP@ QP NNS 0.000572289997488 
01150 NP@ `` VBG 6.97914631082e-06 
01151 NP@ . NNS 6.97914631082e-06 
01152 NP@ `` NX%%%%%S 6.97914631082e-06 
01153 NP@ NN NX 1.39582926216e-05 
01154 NP@ -RRB- SBAR%%%%%S 6.97914631082e-06 
01155 NP@ , FRAG 6.97914631082e-06 
01156 NP@ PP NN 6.97914631082e-06 
01157 NP@ NN RB 0.000390832193406 
01158 NP@ VB S%%%%%VP 6.97914631082e-06 
01159 NP@ NAC NX 1.39582926216e-05 
01160 NP@ JJ PRN 1.39582926216e-05 
01161 NP@ PP PRN 0.000314061583987 
01162 NP@ JJ NAC 2.09374389325e-05 
01163 NP@ NN RP 3.48957315541e-05 
01164 NP@ NAC NN 0.00101197621507 
01165 NP@ PP NP 0.00100499706876 
01166 NP@ `` NN 0.000383853047095 
01167 NP@ VBG SBAR 6.97914631082e-06 
01168 NP@ PRN NP 0.000230311828257 
01169 NP@ PP `` 6.97914631082e-06 
01170 NP@ NNP PRN 1.39582926216e-05 
01171 NP@ PRN NX 6.97914631082e-06 
01172 NP@ CC VBZ 4.18748778649e-05 
01173 NP@ CD RB 2.79165852433e-05 
01174 NP@ CC VBG 6.28123167974e-05 
01175 NP@ NNP JJ 1.39582926216e-05 
01176 NP@ `` NX 0.000230311828257 
01177 NP@ JJR NN 0.00189832779654 
01178 NP@ PRN NN 0.000195416096703 
01179 NP@ `` NP 0.000383853047095 
01180 NP@ VP PRN 2.79165852433e-05 
01181 NP@ '' SBAR%%%%%S%%%%%VP 7.67706094191e-05 
01182 NP@ PP NP@ 0.00762820691773 
01183 NP@ QP . 6.97914631082e-05 
01184 NP@ SBAR%%%%%S NP@ 7.67706094191e-05 
01185 NP@ NN NAC 6.97914631082e-06 
01186 NP@ NAC NNP 8.37497557299e-05 
01187 NP@ NAC NNS 4.18748778649e-05 
01188 NP@ IN NP@ 0.000188436950392 
01189 NP@ SBAR%%%%%S . 6.97914631082e-06 
01190 NP@ MD NP@ 6.97914631082e-06 
01191 NP@ SBAR : 0.000160520365149 
01192 NP@ JJR NNP 6.97914631082e-06 
01193 NP@ `` UH 6.97914631082e-06 
01194 NP@ PRN -RRB- 1.39582926216e-05 
01195 NP@ X , 6.97914631082e-06 
01196 NP@ SBAR , 0.00679768850674 
01197 NP@ PRN . 2.09374389325e-05 
01198 NP@ SBAR . 2.79165852433e-05 
01199 NP@ IN CD 6.97914631082e-06 
01200 NP@ ADVP NN 5.58331704866e-05 
01201 NP@ CC FW 6.97914631082e-06 
01202 NP@ '' NNP 0.000153541218838 
01203 NP@ '' NNS 0.000683956338461 
01204 NP@ -RRB- ADJP 6.97914631082e-06 
01205 NP@ NNS '' 0.000432707071271 
01206 NP@ IN NNP 8.37497557299e-05 
01207 NP@ ADVP NP 0.00050947768069 
01208 NP@ SBAR%%%%%S PP 0.000146562072527 
01209 NP@ `` NP@ 0.00534602607409 
01210 NP@ PP S%%%%%VP 0.000886351581475 
01211 NP@ . NNPS 6.97914631082e-06 
01212 NP@ ADJP JJ 3.48957315541e-05 
01213 NP@ NNS VBZ 2.09374389325e-05 
01214 NP@ ADJP POS 1.39582926216e-05 
